# #Frame C1_sub1 C1_sub2 C2_sub1 C2_sub2
110900 0 4 0 5
110910 0 11 0 4
110920 0 1 0 5
110930 0 0 1 0
110940 0 0 0 1
110950 0 0 0 7
110960 0 0 0 2
110970 0 0 0 0
110980 0 2 0 10
110990 0 0 0 0
111000 0 7 0 7
111010 0 3 0 7
111020 0 3 0 9
111030 0 0 0 0
111040 0 1 0 0
111050 0 0 0 0
111060 0 7 0 0
111070 0 5 0 0
111080 0 3 0 0
111090 0 0 0 0
111100 0 14 0 0
111110 0 17 0 0
111120 0 6 10 0
111130 0 5 9 0
111140 0 4 9 0
111150 0 0 9 0
111160 0 0 11 0
111170 0 9 0 0
111180 0 0 0 0
111190 0 0 0 0
111200 0 15 0 0
111210 0 34 9 0
111220 0 37 9 0
111230 0 61 9 0
111240 0 3 10 0
111250 0 24 12 0
111260 0 17 5 0
111270 0 33 0 0
111280 0 26 12 0
111290 0 28 15 0
111300 0 18 22 0
111310 0 12 44 0
111320 0 26 27 0
111330 0 4 17 0
111340 0 14 16 0
111350 0 13 17 0
111360 0 28 25 0
111370 0 3 4 0
111380 0 12 13 0
111390 0 7 0 0
111400 0 3 9 0
111410 0 0 3 0
111420 0 7 0 0
111430 0 12 0 0
111440 0 11 0 0
111450 0 0 0 0
111460 0 5 0 0
111470 0 5 0 0
111480 0 7 0 0
111490 0 9 0 0
111500 0 11 0 0
111510 0 6 0 0
111520 0 2 14 0
111530 0 0 23 0
111540 0 0 3 0
111550 1 1 2 0
111560 0 0 0 0
111570 0 0 1 0
111580 0 0 2 0
111590 0 1 5 0
111600 0 1 0 0
111610 0 13 0 0
111620 0 0 1 0
111630 0 3 13 0
111640 0 4 20 0
111650 0 4 22 0
111660 0 0 5 0
111670 0 0 10 0
111680 0 0 5 0
111690 0 0 0 0
111700 0 0 14 0
111710 0 4 0 0
111720 0 0 5 0
111730 0 0 6 0
111740 0 4 7 0
111750 0 0 1 0
111760 0 0 22 0
111770 0 1 1 0
111780 0 0 0 4
111790 0 0 0 0
111800 0 0 0 0
111810 0 0 0 0
111820 0 0 0 0
111830 0 0 0 0
111840 0 1 0 0
111850 0 0 0 0
111860 0 0 0 0
111870 0 1 0 0
111880 0 0 0 0
111890 0 4 0 0
111900 4 1 0 0
111910 0 1 0 0
111920 0 0 0 0
111930 0 2 0 0
111940 0 1 0 0
111950 0 0 0 0
111960 0 1 0 0
111970 0 1 0 0
111980 0 3 0 0
111990 0 0 0 0
112000 1 1 0 0
112010 0 2 0 0
112020 0 3 6 0
112030 0 3 7 0
112040 0 0 28 0
112050 0 0 43 0
112060 0 1 34 0
112070 0 0 13 0
112080 0 1 4 0
112090 0 0 0 0
112100 0 0 23 0
112110 0 4 21 0
112120 0 1 21 0
112130 0 3 17 0
112140 0 1 17 0
112150 4 0 41 0
112160 0 4 28 0
112170 0 0 22 0
112180 0 0 28 0
112190 3 0 34 0
112200 0 0 29 0
112210 0 0 16 0
112220 0 0 18 0
112230 0 0 20 0
112240 0 0 22 0
112250 0 0 30 0
112260 0 0 24 0
112270 0 0 18 0
112280 1 0 24 0
112290 0 0 19 0
112300 0 0 22 0
112310 0 0 25 0
112320 0 0 11 0
112330 0 1 0 0
112340 0 3 0 2
112350 0 0 0 0
112360 0 0 0 0
112370 0 0 0 0
112380 0 0 27 0
112390 0 0 16 0
112400 0 0 26 0
112410 0 0 20 0
112420 0 0 28 0
112430 0 0 19 0
112440 0 0 41 0
112450 0 0 26 0
112460 0 2 19 0
112470 0 0 19 0
112480 0 0 30 0
112490 0 0 1 0
112500 0 0 0 0
112510 0 0 2 0
112520 0 0 0 0
112530 5 0 0 1
112540 34 0 0 0
112550 23 0 0 0
112560 19 0 0 0
112570 27 0 0 0
112580 31 0 0 0
112590 22 0 4 0
112600 11 0 0 0
112610 8 0 0 0
112620 0 0 0 5
112630 0 0 0 6
112640 3 0 0 0
112650 11 0 0 9
112660 13 0 0 38
112670 2 0 0 13
112680 0 0 0 6
112690 0 0 0 5
112700 0 0 0 2
112710 0 0 0 11
112720 0 0 0 22
112730 0 0 0 23
112740 1 0 0 38
112750 0 0 0 16
112760 9 0 0 12
112770 16 0 0 8
112780 19 0 0 9
112790 24 0 0 8
112800 19 0 0 0
112810 29 0 0 0
112820 23 0 0 1
112830 17 0 0 0
112840 11 0 0 0
112850 37 0 0 8
112860 21 0 0 15
112870 17 0 0 4
112880 19 0 0 11
112890 27 0 0 2
112900 16 0 0 12
112910 25 0 0 1
112920 14 0 0 16
112930 10 0 0 8
112940 14 0 0 0
112950 33 0 0 1
112960 36 0 0 9
112970 16 0 0 21
112980 13 0 0 5
112990 6 0 0 17
113000 4 0 4 17
113010 3 0 0 0
113020 6 0 1 0
113030 4 0 0 0
113040 0 5 0 0
113050 0 10 0 0
113060 0 9 0 0
113070 0 9 0 0
113080 0 8 0 0
113090 0 0 12 0
113100 0 11 1 0
113110 0 0 0 0
113120 0 11 0 0
113130 0 11 0 0
113140 0 13 0 0
113150 0 13 0 0
113160 0 1 0 0
113170 0 1 0 0
113180 0 0 0 0
113190 0 0 0 0
113200 0 26 0 0
113210 0 18 1 0
113220 0 6 0 1
113230 0 0 0 1
113240 0 0 5 0
113250 0 0 0 0
113260 0 0 0 0
113270 0 1 1 0
113280 0 0 0 0
113290 0 0 0 0
113300 0 0 0 0
113310 0 0 0 0
113320 0 0 0 0
113330 0 0 0 0
113340 0 0 0 0
113350 0 0 0 0
113360 0 0 0 0
113370 0 0 0 0
113380 0 1 0 7
113390 0 0 1 33
113400 0 0 0 22
113410 2 3 0 24
113420 0 0 0 32
113430 0 0 0 36
113440 0 0 0 24
113450 0 0 0 28
113460 0 0 0 21
113470 0 0 3 7
113480 0 0 0 41
113490 0 0 0 44
113500 0 0 0 33
113510 0 1 0 36
113520 0 0 0 26
113530 0 0 0 47
113540 0 0 0 10
113550 0 0 0 24
113560 0 0 0 19
113570 11 0 0 0
113580 16 0 0 0
113590 17 0 0 0
113600 8 0 0 1
113610 21 0 0 0
113620 14 0 0 0
113630 7 0 0 0
113640 8 0 0 0
113650 26 0 0 0
113660 26 0 0 1
113670 15 0 0 12
113680 14 0 0 3
113690 36 0 1 8
113700 15 0 1 4
113710 17 0 1 0
113720 12 0 0 0
113730 0 0 0 0
113740 6 0 0 0
113750 16 0 0 2
113760 7 0 0 0
113770 4 0 0 0
113780 9 0 0 4
113790 5 0 2 0
113800 19 0 0 0
113810 50 0 0 0
113820 38 0 0 0
113830 14 0 0 0
113840 8 0 0 0
113850 34 0 0 0
113860 55 0 0 0
113870 45 0 0 0
113880 70 0 0 0
113890 44 0 0 0
113900 38 0 0 0
113910 49 0 0 1
113920 47 0 1 0
113930 51 0 1 0
113940 40 0 0 0
113950 51 0 0 0
113960 36 0 0 0
113970 47 0 0 0
113980 26 0 0 0
113990 45 0 0 0
114000 39 0 0 0
114010 32 1 0 0
114020 28 0 5 0
114030 32 0 15 0
114040 40 0 3 0
114050 36 0 12 0
114060 44 0 5 0
114070 45 0 9 0
114080 48 0 9 0
114090 37 0 11 0
114100 42 0 15 0
114110 40 0 12 0
114120 29 0 30 0
114130 43 0 20 0
114140 11 0 0 0
114150 6 0 0 0
114160 6 0 0 0
114170 0 3 1 0
114180 0 0 0 0
114190 0 0 0 2
114200 0 0 0 0
114210 0 0 0 0
114220 0 0 0 0
114230 0 0 0 0
114240 0 0 0 0
114250 0 0 0 0
114260 0 0 1 0
114270 0 0 2 0
114280 0 0 0 0
114290 0 0 0 0
114300 0 0 0 0
114310 0 0 0 0
114320 0 0 0 0
114330 0 0 0 0
114340 0 0 0 0
114350 0 0 0 0
114360 0 0 14 0
114370 1 0 0 0
114380 0 1 8 0
114390 0 0 55 0
114400 0 6 32 0
114410 0 4 31 0
114420 0 28 53 0
114430 0 8 51 0
114440 0 17 20 0
114450 0 19 16 0
114460 0 6 16 0
114470 0 6 6 0
114480 0 4 8 0
114490 0 8 1 0
114500 0 3 0 0
114510 0 6 0 0
114520 0 2 0 0
114530 0 3 0 0
114540 0 3 0 0
114550 0 8 0 0
114560 0 4 0 0
114570 0 1 0 0
114580 0 1 0 0
114590 0 2 0 0
114600 0 2 0 0
114610 0 0 0 5
114620 0 0 0 0
114630 0 0 0 0
114640 0 0 0 0
114650 0 0 0 0
114660 0 3 0 0
114670 0 18 0 0
114680 0 3 0 0
114690 0 0 0 0
114700 0 0 0 0
114710 0 0 0 0
114720 0 0 0 4
114730 0 4 0 0
114740 0 0 0 0
114750 0 5 0 4
114760 0 0 0 0
114770 0 0 0 0
114780 1 0 0 16
114790 0 0 0 10
114800 0 0 0 29
114810 0 0 0 26
114820 0 0 0 35
114830 6 0 0 24
114840 0 0 0 39
114850 0 0 0 28
114860 0 0 0 13
114870 0 0 0 18
114880 10 0 0 33
114890 8 0 0 28
114900 13 0 0 1
114910 23 0 0 4
114920 25 0 0 0
114930 12 0 0 17
114940 10 0 0 20
114950 8 0 0 0
114960 18 0 1 0
114970 15 0 0 13
114980 10 0 0 16
114990 11 0 0 11
115000 9 0 0 2
115010 10 0 0 9
115020 8 0 0 1
115030 2 0 0 0
115040 6 0 0 0
115050 3 0 0 0
115060 5 0 0 0
115070 9 0 1 0
115080 9 0 0 0
115090 5 0 1 0
115100 8 0 1 0
115110 17 0 0 0
115120 29 0 0 4
115130 6 0 0 0
115140 15 0 0 6
115150 25 0 0 0
115160 18 0 0 0
115170 18 0 0 6
115180 10 0 0 33
115190 25 0 0 24
115200 17 0 0 14
115210 15 0 0 8
115220 4 0 0 30
115230 0 0 0 4
115240 0 0 0 33
115250 0 0 0 34
115260 0 0 0 31
115270 0 0 0 22
115280 0 15 0 10
115290 16 0 0 6
115300 9 0 0 10
115310 9 0 0 29
115320 17 5 0 16
115330 16 0 0 0
115340 13 0 0 3
115350 6 0 0 32
115360 23 0 0 13
115370 6 21 0 21
115380 0 0 0 64
115390 0 0 0 54
115400 0 0 0 54
115410 6 0 0 47
115420 15 0 0 39
115430 0 0 0 56
115440 0 0 0 48
115450 0 0 0 48
115460 0 0 0 56
115470 0 0 0 58
115480 0 0 0 39
115490 1 1 0 15
115500 0 0 0 12
115510 0 0 0 15
115520 0 0 0 9
115530 0 0 0 15
115540 0 0 0 18
115550 0 0 0 21
115560 0 0 0 20
115570 0 0 0 28
115580 0 0 0 28
115590 0 0 0 23
115600 0 0 0 20
115610 0 0 0 36
115620 0 3 0 32
115630 0 0 0 18
115640 0 0 0 21
115650 0 0 0 2
115660 0 0 0 2
115670 0 0 0 9
115680 0 0 0 8
115690 0 0 0 16
115700 0 0 0 7
115710 0 0 0 28
115720 0 3 0 13
115730 0 13 0 11
115740 0 3 0 11
115750 0 3 0 0
115760 0 0 0 0
115770 0 7 0 0
115780 0 2 0 0
115790 0 1 0 0
115800 1 0 0 6
115810 0 0 0 0
115820 0 12 0 0
115830 0 9 0 0
115840 0 5 0 0
115850 6 1 3 0
115860 0 0 5 0
115870 0 0 0 0
115880 0 4 0 5
115890 0 15 0 14
115900 0 14 0 5
115910 0 17 0 0
115920 0 0 0 0
115930 0 0 0 0
115940 1 1 0 0
115950 0 0 0 1
115960 0 1 0 8
115970 6 0 0 4
115980 0 0 0 0
115990 0 0 0 1
116000 0 0 0 0
116010 1 0 0 0
116020 1 0 0 0
116030 0 0 6 0
116040 0 2 0 0
116050 0 0 5 0
116060 0 0 0 14
116070 0 0 0 11
116080 0 0 0 0
116090 0 1 0 3
116100 0 0 0 0
116110 0 0 0 0
116120 0 0 0 0
116130 0 0 0 0
116140 0 3 0 0
116150 0 4 2 0
116160 0 4 0 0
116170 0 0 2 0
116180 0 0 0 0
116190 0 0 4 0
116200 1 0 0 0
116210 0 0 0 0
116220 7 0 0 0
116230 0 0 0 0
116240 0 0 0 0
116250 15 0 0 0
116260 13 0 0 0
116270 10 0 0 0
116280 5 0 3 0
116290 11 0 0 0
116300 0 0 0 0
116310 0 0 0 0
116320 1 0 0 0
116330 0 0 0 0
116340 0 0 0 0
116350 0 1 0 4
116360 8 0 0 0
116370 0 0 0 0
116380 0 0 0 0
116390 0 0 0 0
116400 0 0 0 0
116410 0 0 0 0
116420 0 0 0 0
116430 0 0 0 0
116440 0 0 0 0
116450 0 0 0 0
116460 0 0 0 0
116470 0 0 1 0
116480 0 0 0 0
116490 0 0 0 0
116500 0 0 0 2
116510 0 0 0 0
116520 0 0 0 0
116530 0 6 0 0
116540 0 0 0 0
116550 0 0 0 0
116560 10 3 0 0
116570 1 0 0 0
116580 0 0 0 0
116590 0 0 0 9
116600 0 0 0 11
116610 1 0 0 0
116620 1 0 0 5
116630 0 0 0 0
116640 0 0 1 6
116650 0 0 0 0
116660 0 0 0 9
116670 0 0 0 7
116680 0 0 0 6
116690 0 0 0 0
116700 0 0 0 0
116710 0 0 0 0
116720 10 3 0 0
116730 8 0 0 5
116740 8 0 0 7
116750 8 0 0 5
116760 20 0 0 0
116770 12 0 0 0
116780 39 0 0 0
116790 26 0 0 0
116800 32 0 0 0
116810 30 0 0 6
116820 21 0 0 0
116830 20 0 0 9
116840 37 0 0 21
116850 29 0 0 3
116860 35 0 0 26
116870 53 0 0 4
116880 44 0 0 0
116890 23 0 0 0
116900 11 0 0 0
116910 4 0 0 6
116920 1 0 0 11
116930 5 0 0 0
116940 6 0 0 0
116950 0 0 0 0
116960 0 0 0 7
116970 0 0 0 5
116980 0 0 0 0
116990 0 10 0 0
117000 0 19 0 0
117010 0 12 0 0
117020 0 17 0 4
117030 0 25 0 6
117040 0 10 1 0
117050 0 7 0 1
117060 0 2 0 0
117070 0 0 0 0
117080 0 10 4 0
117090 0 6 1 0
117100 0 4 0 0
117110 0 7 0 0
117120 0 14 0 11
117130 0 9 0 0
117140 0 37 0 0
117150 0 44 0 0
117160 0 51 0 0
117170 0 43 0 0
117180 0 53 0 0
117190 0 42 0 0
117200 0 49 0 0
117210 0 50 0 0
117220 0 43 0 0
117230 0 66 0 0
117240 0 48 0 0
117250 0 40 0 0
117260 0 17 0 1
117270 0 13 0 0
117280 0 28 0 0
117290 0 21 0 0
117300 0 22 2 0
117310 0 9 21 0
117320 0 8 3 0
117330 0 0 4 0
117340 0 0 0 0
117350 0 0 3 0
117360 0 0 14 0
117370 0 0 4 0
117380 0 0 4 0
117390 0 0 20 0
117400 0 0 17 0
117410 0 0 30 0
117420 0 0 12 0
117430 0 0 1 0
117440 42 0 0 0
117450 11 0 1 0
117460 1 0 1 0
117470 0 0 0 0
117480 0 0 4 0
117490 0 0 2 0
117500 0 0 0 0
117510 0 0 16 0
117520 0 0 20 0
117530 0 1 33 0
117540 0 0 49 0
117550 3 4 64 0
117560 0 0 52 0
117570 0 3 50 0
117580 0 0 49 0
117590 0 0 58 0
117600 0 0 42 0
117610 0 0 53 0
117620 0 0 56 0
117630 0 0 60 0
117640 0 0 48 0
117650 0 4 54 0
117660 0 0 55 0
117670 0 0 53 0
117680 0 0 56 0
117690 0 0 50 0
117700 0 8 48 0
117710 0 0 57 0
117720 0 0 55 0
117730 3 0 73 0
117740 0 0 50 0
117750 0 0 58 0
117760 0 0 53 0
117770 0 0 50 0
117780 0 0 58 0
117790 0 0 53 0
117800 0 0 62 0
117810 0 0 57 0
117820 0 0 46 0
117830 0 0 54 0
117840 0 0 50 0
117850 0 0 77 0
117860 0 0 68 0
117870 8 0 61 0
117880 11 0 53 0
117890 4 0 66 0
117900 0 0 43 0
117910 0 0 52 0
117920 0 0 66 0
117930 0 0 46 0
117940 0 1 61 0
117950 0 0 57 0
117960 0 0 57 0
117970 0 0 47 0
117980 0 0 52 0
117990 0 7 72 0
118000 0 1 50 0
118010 0 0 58 0
118020 0 2 55 0
118030 0 0 51 0
118040 0 0 48 0
118050 0 0 55 0
118060 0 0 37 0
118070 0 0 51 0
118080 0 0 67 0
118090 0 0 53 0
118100 0 0 41 0
118110 0 0 60 0
118120 0 0 49 0
118130 0 0 77 0
118140 0 0 64 0
118150 0 0 57 0
118160 0 0 51 0
118170 8 0 62 0
118180 8 0 59 0
118190 19 0 52 0
118200 17 0 47 0
118210 7 0 57 0
118220 7 0 61 0
118230 16 0 11 0
118240 34 0 12 0
118250 5 0 10 0
118260 0 0 0 0
118270 0 0 5 0
118280 0 0 1 0
118290 0 0 0 0
118300 0 0 0 0
118310 0 0 0 0
118320 0 0 0 9
118330 0 0 0 17
118340 0 0 0 0
118350 0 6 0 0
118360 0 8 0 0
118370 0 14 0 24
118380 0 2 0 30
118390 0 20 0 0
118400 0 16 0 0
118410 0 5 0 11
118420 0 9 0 39
118430 0 4 0 24
118440 0 2 0 18
118450 0 0 6 0
118460 0 0 0 8
118470 0 0 0 12
118480 0 0 0 0
118490 4 0 6 0
118500 2 0 5 0
118510 0 0 19 0
118520 10 0 9 0
118530 0 0 8 0
118540 0 5 3 0
118550 0 13 2 0
118560 0 4 17 0
118570 0 17 15 0
118580 0 19 14 0
118590 0 20 13 0
118600 0 24 15 0
118610 0 14 0 0
118620 0 12 5 0
118630 0 0 1 0
118640 0 6 5 0
118650 0 3 8 0
118660 0 15 10 0
118670 3 11 0 0
118680 0 0 1 0
118690 0 0 0 0
118700 0 0 0 0
118710 8 0 0 0
118720 10 0 0 0
118730 35 0 0 0
118740 41 0 0 0
118750 21 0 0 0
118760 1 0 0 0
118770 0 0 0 0
118780 0 0 0 0
118790 0 0 0 0
118800 0 0 1 0
118810 0 0 0 0
118820 0 0 0 0
118830 0 5 0 0
118840 0 6 0 0
118850 0 2 0 0
118860 0 13 0 0
118870 0 7 0 0
118880 0 13 0 0
118890 0 0 0 0
118900 0 0 0 0
118910 0 0 0 0
118920 0 0 0 6
118930 0 0 0 0
118940 0 0 0 12
118950 11 0 4 2
118960 7 0 0 0
118970 23 0 0 0
118980 37 0 0 0
118990 25 0 2 0
119000 20 0 0 0
119010 14 0 2 0
119020 2 0 0 0
119030 0 0 0 2
119040 0 0 0 10
119050 0 17 0 0
119060 0 12 0 0
119070 0 42 0 0
119080 0 29 0 0
119090 0 0 0 0
119100 0 5 0 0
119110 0 3 0 5
119120 3 3 0 0
119130 0 3 0 0
119140 7 8 0 0
119150 0 14 0 0
119160 0 8 0 0
119170 0 0 0 0
119180 0 25 0 10
119190 0 0 0 6
119200 0 9 0 3
119210 0 5 0 0
119220 0 2 0 0
119230 0 0 0 0
119240 0 0 0 0
119250 0 2 0 0
119260 1 0 0 0
119270 0 0 0 0
119280 1 0 0 0
119290 0 0 18 0
119300 0 0 17 0
119310 0 0 11 0
119320 0 0 40 0
119330 0 1 26 0
119340 0 0 40 0
119350 5 0 24 0
119360 18 0 36 0
119370 11 0 31 0
119380 48 0 34 0
119390 16 0 24 0
119400 21 0 8 0
119410 35 0 30 0
119420 25 0 6 0
119430 20 0 0 0
119440 7 0 4 0
119450 27 0 3 0
119460 30 0 0 0
119470 19 0 0 0
119480 39 0 0 0
119490 33 0 0 0
119500 64 0 0 0
119510 29 0 0 0
119520 29 0 15 0
119530 56 0 11 0
119540 28 0 3 0
119550 28 0 9 0
119560 11 0 23 0
119570 23 0 14 0
119580 23 0 9 0
119590 26 0 5 0
119600 0 0 11 0
119610 0 0 0 0
119620 0 0 3 0
119630 0 0 0 0
119640 0 0 11 0
119650 0 0 3 0
119660 0 0 1 0
119670 0 0 0 0
119680 0 1 0 0
119690 0 2 0 0
119700 0 0 0 1
119710 0 0 0 0
119720 0 0 0 0
119730 0 0 0 0
119740 0 0 0 0
119750 1 0 0 0
119760 0 0 0 0
119770 0 2 0 1
119780 0 5 0 3
119790 0 0 0 7
119800 0 0 0 0
119810 0 3 0 1
119820 0 2 0 15
119830 0 11 0 4
119840 2 0 0 10
119850 0 0 0 0
119860 0 0 0 0
119870 0 10 0 0
119880 0 0 3 0
119890 0 0 2 0
119900 3 0 4 0
119910 3 0 2 0
119920 0 0 5 0
119930 0 7 0 0
119940 0 1 0 0
119950 0 0 23 0
119960 0 0 32 0
119970 0 0 22 0
119980 0 0 11 0
119990 8 0 7 0
120000 0 0 15 0
120010 0 1 14 0
120020 0 0 1 0
120030 0 0 1 2
120040 0 1 11 0
120050 5 0 0 0
120060 0 3 0 0
120070 2 0 7 0
120080 0 0 5 0
120090 0 0 0 0
120100 0 0 0 4
120110 0 2 0 0
120120 0 0 11 4
120130 0 0 2 0
120140 0 0 12 5
120150 1 22 6 0
120160 0 24 10 0
120170 0 26 0 0
120180 0 33 0 5
120190 0 30 0 0
120200 0 7 0 0
120210 0 8 0 0
120220 3 0 0 1
120230 1 0 0 0
120240 0 0 0 0
120250 0 2 0 0
120260 0 0 0 0
120270 0 0 0 0
120280 0 0 11 0
120290 0 0 4 3
120300 0 0 1 0
120310 0 0 2 0
120320 0 4 0 0
120330 0 1 0 0
120340 0 0 0 0
120350 0 0 10 0
120360 0 0 4 0
120370 0 0 0 0
120380 0 0 4 0
120390 0 0 10 0
120400 0 0 15 0
120410 0 0 13 0
120420 0 0 0 0
120430 1 0 2 0
120440 0 0 8 0
120450 0 0 17 0
120460 0 0 0 0
120470 0 0 0 3
120480 0 1 0 0
120490 0 0 0 0
120500 0 0 0 3
120510 0 0 0 3
120520 0 0 0 5
120530 0 0 0 14
120540 0 0 0 14
120550 0 0 0 2
120560 0 0 0 19
120570 0 0 0 0
120580 0 0 0 3
120590 0 0 0 0
120600 0 5 0 0
120610 0 0 0 0
120620 0 0 0 0
120630 0 0 0 0
120640 0 0 0 1
120650 0 0 0 0
120660 0 0 0 0
120670 0 8 0 1
120680 0 2 0 0
120690 0 4 0 0
120700 0 28 0 0
120710 0 8 4 0
120720 0 0 5 0
120730 0 0 11 0
120740 0 6 27 0
120750 0 8 16 0
120760 0 0 15 0
120770 0 0 16 0
120780 0 0 25 0
120790 0 0 30 0
120800 5 0 17 0
120810 3 0 11 0
120820 0 0 16 0
120830 0 0 2 0
120840 0 0 6 0
120850 0 0 0 0
120860 0 0 29 0
120870 0 0 56 0
120880 0 0 6 0
120890 0 0 33 0
120900 0 1 28 0
120910 0 0 28 0
120920 0 0 20 0
120930 0 0 23 0
120940 0 0 12 0
120950 0 0 10 0
120960 0 0 0 0
120970 0 0 20 0
120980 1 0 13 0
120990 0 0 25 0
121000 2 0 17 0
121010 8 0 22 0
121020 12 0 6 0
121030 3 0 5 0
121040 0 0 0 0
121050 0 0 12 0
121060 0 0 0 0
121070 0 0 0 0
121080 0 0 1 0
121090 0 1 0 0
121100 7 0 0 0
121110 1 0 0 0
121120 9 0 0 0
121130 14 0 0 0
121140 13 0 0 0
121150 0 1 28 0
121160 0 0 5 0
121170 0 0 0 0
121180 0 0 0 0
121190 0 0 0 0
121200 0 0 0 0
121210 0 0 19 0
121220 0 0 31 0
121230 0 0 56 0
121240 0 0 21 0
121250 0 0 54 0
121260 0 5 28 0
121270 0 5 11 0
121280 0 5 47 0
121290 0 1 50 0
121300 0 0 32 0
121310 0 14 62 0
121320 0 9 46 0
121330 0 6 37 0
121340 0 9 46 0
121350 0 8 68 0
121360 0 11 24 0
121370 0 4 19 0
121380 0 4 28 0
121390 0 8 29 0
121400 0 0 19 0
121410 0 7 4 0
121420 0 3 4 0
121430 0 4 9 0
121440 0 8 11 0
121450 0 0 8 0
121460 0 8 0 0
121470 0 14 0 0
121480 0 0 0 0
121490 0 8 21 0
121500 0 24 10 0
121510 0 19 0 0
121520 0 14 0 0
121530 0 0 0 0
121540 0 0 0 0
121550 0 0 0 0
121560 0 2 0 0
121570 0 1 0 0
121580 0 0 0 0
121590 0 0 0 0
121600 0 2 0 0
121610 0 7 0 0
121620 0 5 0 0
121630 0 0 0 0
121640 0 9 6 0
121650 0 16 1 0
121660 0 6 0 0
121670 0 0 1 0
121680 0 7 0 0
121690 0 7 0 0
121700 0 10 0 0
121710 0 12 0 0
121720 0 0 0 0
121730 0 0 0 0
121740 0 0 0 0
121750 0 0 0 0
121760 0 5 0 0
121770 0 1 0 0
121780 0 4 0 0
121790 0 0 1 0
121800 0 0 0 0
121810 0 0 0 4
121820 0 0 0 6
121830 0 6 0 0
121840 0 1 0 0
121850 0 0 0 0
121860 0 0 0 0
121870 0 0 0 0
121880 0 0 0 0
121890 0 0 24 0
121900 2 0 32 0
121910 1 0 30 0
121920 0 0 30 0
121930 0 10 26 0
121940 0 13 17 0
121950 0 0 33 0
121960 0 3 20 0
121970 0 0 15 0
121980 0 0 12 0
121990 0 0 1 0
122000 0 0 7 0
122010 0 1 6 0
122020 0 0 7 0
122030 0 12 7 0
122040 0 2 5 0
122050 0 2 14 0
122060 0 0 14 0
122070 0 0 8 0
122080 0 0 4 0
122090 0 0 3 0
122100 0 0 0 0
122110 0 0 9 0
122120 0 0 0 0
122130 0 0 0 0
122140 0 0 2 0
122150 0 0 9 0
122160 0 0 9 0
122170 0 0 9 0
122180 0 0 32 0
122190 0 0 7 0
122200 0 0 19 0
122210 0 0 12 0
122220 0 0 37 0
122230 0 0 33 0
122240 0 8 26 0
122250 0 0 44 0
122260 0 0 29 0
122270 0 0 47 0
122280 0 0 32 0
122290 0 0 22 0
122300 0 0 35 0
122310 0 0 29 0
122320 0 0 42 0
122330 0 0 52 0
122340 0 0 42 0
122350 0 1 56 0
122360 16 1 63 0
122370 18 0 52 0
122380 23 0 44 0
122390 29 3 46 0
122400 20 1 55 0
122410 21 4 52 0
122420 6 3 57 0
122430 11 4 55 0
122440 16 1 59 0
122450 4 4 44 0
122460 0 0 60 0
122470 0 0 43 0
122480 0 0 56 0
122490 0 0 63 0
122500 0 4 55 0
122510 0 0 53 0
122520 0 11 45 0
122530 0 0 50 0
122540 0 1 31 0
122550 0 1 52 0
122560 0 0 23 0
122570 0 0 48 0
122580 0 0 46 0
122590 0 0 53 0
122600 0 0 42 0
122610 0 0 54 0
122620 0 0 47 0
122630 0 0 56 0
122640 0 0 50 0
122650 0 0 25 0
122660 0 9 52 0
122670 0 0 36 0
122680 0 7 53 0
122690 0 0 29 0
122700 0 0 26 0
122710 0 5 47 0
122720 0 4 38 0
122730 0 11 68 0
122740 0 11 37 0
122750 0 6 46 0
122760 0 0 65 0
122770 0 0 54 0
122780 0 0 56 0
122790 0 2 59 0
122800 0 0 67 0
122810 0 1 59 0
122820 0 0 49 0
122830 0 0 59 0
122840 0 1 54 0
122850 0 13 67 0
122860 0 0 47 0
122870 0 28 49 0
122880 0 23 39 0
122890 0 52 51 0
122900 0 51 63 0
122910 0 39 48 0
122920 0 35 47 0
122930 0 58 47 0
122940 0 58 58 0
122950 0 38 62 0
122960 0 46 45 0
122970 0 46 53 0
122980 0 47 48 0
122990 0 35 46 0
123000 0 62 58 0
123010 0 51 62 0
123020 0 72 56 0
123030 0 61 56 0
123040 0 65 51 0
123050 0 47 44 0
123060 0 58 24 0
123070 0 69 43 0
123080 0 41 48 0
123090 0 64 39 0
123100 0 31 39 0
123110 0 27 43 0
123120 0 57 79 0
123130 0 67 40 0
123140 0 46 47 0
123150 0 32 42 0
123160 0 50 54 0
123170 0 57 52 0
123180 0 62 40 0
123190 0 66 47 0
123200 0 44 36 0
123210 0 35 56 0
123220 0 47 71 0
123230 0 53 50 0
123240 0 71 53 0
123250 0 54 61 0
123260 0 73 8 0
123270 0 63 13 0
123280 0 67 16 0
123290 0 91 35 0
123300 0 55 34 0
123310 0 71 0 0
123320 0 71 20 0
123330 0 54 22 0
123340 0 68 20 0
123350 0 69 14 0
123360 0 69 26 0
123370 0 59 23 0
123380 0 67 16 0
123390 0 73 3 0
123400 0 62 0 0
123410 0 41 4 0
123420 0 49 8 0
123430 0 74 24 0
123440 0 62 3 0
123450 0 44 8 0
123460 0 57 7 0
123470 0 66 7 0
123480 0 70 14 0
123490 0 58 10 0
123500 0 71 17 0
123510 0 74 25 0
123520 0 86 21 0
123530 0 46 9 0
123540 0 69 0 0
123550 0 65 7 0
123560 0 53 1 0
123570 0 64 0 0
123580 0 40 0 0
